overlay_id,city_key,city_name,icao,lat,lon,role_layer,role_kind,source_family,source_instance_key,provider,product_name,station_or_product_id,source_station_name,source_station_lat,source_station_lon,distance_km,distance_basis,coverage_relation,priority_rank,is_primary,is_derived,derived_from,endpoint_url,delay_minutes,delay_basis,freshness_rule,valid_from,valid_to,verification_status,evidence_refs,notes
beijing|forecast|openmeteo_ensemble_beijing,beijing,Beijing,ZBAA,40.08,116.60,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_beijing,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,40.08,116.60,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
beijing|forecast|openmeteo_previous_runs_beijing,beijing,Beijing,ZBAA,40.08,116.60,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_beijing,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,40.08,116.60,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
beijing|history|wu_history_beijing,beijing,Beijing,ZBAA,40.08,116.60,history,settlement_history,wu_icao_history,wu_history_beijing,Weather Underground,Weather Underground Historical Weather,ZBAA,ZBAA,40.08,116.60,0.000,same_airport_proxy,city,100,true,false,,https://www.wunderground.com/history/daily/cn/beijing/ZBAA,40.0,city-specific measured publication delay from config/wu_obs_latency.json,local-day settlement anchor,2026-04-21,,repo_measured,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/config/wu_obs_latency.json; https://www.wunderground.com/history/daily/cn/beijing/ZBAA,WU settlement/history page; current settlement source in config/cities.json.
beijing|history|meteostat_bulk_beijing,beijing,Beijing,ZBAA,40.08,116.60,history,meteostat_bulk_history,meteostat_bulk,meteostat_bulk_beijing,Meteostat,Meteostat bulk hourly archive,54511,54511,40.08,116.60,0.000,airport_proxy_unverified,history_only,120,false,true,wu_icao_history,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz,,archive lag is weeks to months; no stable minute SLA,historical fill only,2026-04-21,,repo_measured,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz; https://bulk.meteostat.net/v2/stations/full.json.gz,Historical fallback for sparse stations; not a live feed.
beijing|observation|aviationweather_metar_beijing,beijing,Beijing,ZBAA,40.08,116.60,observation,airport_metar,aviationweather_metar,aviationweather_metar_beijing,AviationWeather.gov,Aviation Weather METAR,ZBAA,ZBAA,40.08,116.60,0.000,same_airport_proxy,airport,200,true,false,,https://aviationweather.gov/api/data/metar,5,repo-measured fast-lane latency; official pages do not publish a fixed SLA,latest-report receipt time,2026-04-21,,repo_measured,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Airport METAR feed used for local current observation support; not used for HK or NOAA-settled cities.
beijing|observation|aviationweather_taf_beijing,beijing,Beijing,ZBAA,40.08,116.60,observation,airport_taf,aviationweather_taf,aviationweather_taf_beijing,AviationWeather.gov,Aviation Weather TAF,ZBAA,ZBAA,40.08,116.60,0.000,same_airport_proxy,airport,210,false,false,,https://aviationweather.gov/api/data/taf,,report/issuer driven; no fixed SLA published,latest available forecast bulletin,2026-04-21,,official_partial,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Terminal forecast bulletin for the airport station.
beijing|observation|amsc_awos_beijing,beijing,Beijing,ZBAA,40.08,116.60,observation,amsc_awos,amsc_awos,amsc_awos_beijing,AMSC,AMSC AWOS airport weather,ZBAA,ZBAA,40.08,116.60,0.000,airport_proxy_unverified,airport,250,true,false,,,,no stable public endpoint found in this pass,latest airport weather,2026-04-21,,repo_only,/Users/leofitz/zeus/src/data,China mainland AWOS family observed in repo rules; no public doc re-audited here.
beijing|nearby|global_metar_cluster_beijing,beijing,Beijing,ZBAA,40.08,116.60,nearby,global_metar_cluster,global_metar_cluster,global_metar_cluster_beijing,PolyWeather composition over AviationWeather,Global METAR cluster,ZBAA,Global METAR cluster,40.08,116.60,0.000,composite_cluster_proxy,nearby_cluster,300,false,true,aviationweather_metar; aviationweather_taf,https://aviationweather.gov/api/data/metar,5,inherits underlying METAR/TAF report timing,cluster fallback only,2026-04-21,,repo_inferred,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/docs/polyweather_city_source_overlay_verified.csv,Global nearby-station composition; active only for the explicit city cluster list.
buenos-aires|forecast|openmeteo_forecast_buenos-aires,buenos-aires,Buenos Aires,SAEZ,-34.82,-58.54,forecast,forecast_primary,openmeteo_forecast,openmeteo_forecast_buenos-aires,Open-Meteo,Open-Meteo Forecast API,api.open-meteo.com/v1/forecast,Open-Meteo city grid point,-34.82,-58.54,0.000,model_anchor,city,10,true,false,,https://api.open-meteo.com/v1/forecast,360,model-cycle dependent; official docs do not expose a fixed SLA,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Global baseline forecast feed for the city grid point.
buenos-aires|forecast|openmeteo_ensemble_buenos-aires,buenos-aires,Buenos Aires,SAEZ,-34.82,-58.54,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_buenos-aires,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,-34.82,-58.54,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
buenos-aires|forecast|openmeteo_previous_runs_buenos-aires,buenos-aires,Buenos Aires,SAEZ,-34.82,-58.54,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_buenos-aires,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,-34.82,-58.54,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
buenos-aires|history|wu_history_buenos-aires,buenos-aires,Buenos Aires,SAEZ,-34.82,-58.54,history,settlement_history,wu_icao_history,wu_history_buenos-aires,Weather Underground,Weather Underground Historical Weather,SAEZ,SAEZ,-34.82,-58.54,0.000,same_airport_proxy,city,100,true,false,,https://www.wunderground.com/history/daily/ar/buenos-aires/SAEZ,40.0,city-specific measured publication delay from config/wu_obs_latency.json,local-day settlement anchor,2026-04-21,,repo_measured,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/config/wu_obs_latency.json; https://www.wunderground.com/history/daily/ar/buenos-aires/SAEZ,WU settlement/history page; current settlement source in config/cities.json.
buenos-aires|observation|aviationweather_metar_buenos-aires,buenos-aires,Buenos Aires,SAEZ,-34.82,-58.54,observation,airport_metar,aviationweather_metar,aviationweather_metar_buenos-aires,AviationWeather.gov,Aviation Weather METAR,SAEZ,SAEZ,-34.82,-58.54,0.000,same_airport_proxy,airport,200,true,false,,https://aviationweather.gov/api/data/metar,5,repo-measured fast-lane latency; official pages do not publish a fixed SLA,latest-report receipt time,2026-04-21,,repo_measured,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Airport METAR feed used for local current observation support; not used for HK or NOAA-settled cities.
buenos-aires|observation|aviationweather_taf_buenos-aires,buenos-aires,Buenos Aires,SAEZ,-34.82,-58.54,observation,airport_taf,aviationweather_taf,aviationweather_taf_buenos-aires,AviationWeather.gov,Aviation Weather TAF,SAEZ,SAEZ,-34.82,-58.54,0.000,same_airport_proxy,airport,210,false,false,,https://aviationweather.gov/api/data/taf,,report/issuer driven; no fixed SLA published,latest available forecast bulletin,2026-04-21,,official_partial,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Terminal forecast bulletin for the airport station.
buenos-aires|nearby|global_metar_cluster_buenos-aires,buenos-aires,Buenos Aires,SAEZ,-34.82,-58.54,nearby,global_metar_cluster,global_metar_cluster,global_metar_cluster_buenos-aires,PolyWeather composition over AviationWeather,Global METAR cluster,SAEZ,Global METAR cluster,-34.82,-58.54,0.000,composite_cluster_proxy,nearby_cluster,300,false,true,aviationweather_metar; aviationweather_taf,https://aviationweather.gov/api/data/metar,5,inherits underlying METAR/TAF report timing,cluster fallback only,2026-04-21,,repo_inferred,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/docs/polyweather_city_source_overlay_verified.csv,Global nearby-station composition; active only for the explicit city cluster list.
busan|forecast|openmeteo_forecast_busan,busan,Busan,RKPK,35.18,128.94,forecast,forecast_primary,openmeteo_forecast,openmeteo_forecast_busan,Open-Meteo,Open-Meteo Forecast API,api.open-meteo.com/v1/forecast,Open-Meteo city grid point,35.18,128.94,0.000,model_anchor,city,10,true,false,,https://api.open-meteo.com/v1/forecast,360,model-cycle dependent; official docs do not expose a fixed SLA,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Global baseline forecast feed for the city grid point.
busan|forecast|openmeteo_ensemble_busan,busan,Busan,RKPK,35.18,128.94,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_busan,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,35.18,128.94,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
busan|forecast|openmeteo_previous_runs_busan,busan,Busan,RKPK,35.18,128.94,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_busan,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,35.18,128.94,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
busan|history|wu_history_busan,busan,Busan,RKPK,35.18,128.94,history,settlement_history,wu_icao_history,wu_history_busan,Weather Underground,Weather Underground Historical Weather,RKPK,RKPK,35.18,128.94,0.000,same_airport_proxy,city,100,true,false,,https://www.wunderground.com/history/daily/kr/busan/RKPK,40.0,city-specific measured publication delay from config/wu_obs_latency.json,local-day settlement anchor,2026-04-21,,repo_measured,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/config/wu_obs_latency.json; https://www.wunderground.com/history/daily/kr/busan/RKPK,WU settlement/history page; current settlement source in config/cities.json.
busan|history|meteostat_bulk_busan,busan,Busan,RKPK,35.18,128.94,history,meteostat_bulk_history,meteostat_bulk,meteostat_bulk_busan,Meteostat,Meteostat bulk hourly archive,47153,47153,35.18,128.94,0.000,airport_proxy_unverified,history_only,120,false,true,wu_icao_history,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz,,archive lag is weeks to months; no stable minute SLA,historical fill only,2026-04-21,,repo_measured,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz; https://bulk.meteostat.net/v2/stations/full.json.gz,Historical fallback for sparse stations; not a live feed.
busan|observation|aviationweather_metar_busan,busan,Busan,RKPK,35.18,128.94,observation,airport_metar,aviationweather_metar,aviationweather_metar_busan,AviationWeather.gov,Aviation Weather METAR,RKPK,RKPK,35.18,128.94,0.000,same_airport_proxy,airport,200,true,false,,https://aviationweather.gov/api/data/metar,5,repo-measured fast-lane latency; official pages do not publish a fixed SLA,latest-report receipt time,2026-04-21,,repo_measured,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Airport METAR feed used for local current observation support; not used for HK or NOAA-settled cities.
busan|observation|aviationweather_taf_busan,busan,Busan,RKPK,35.18,128.94,observation,airport_taf,aviationweather_taf,aviationweather_taf_busan,AviationWeather.gov,Aviation Weather TAF,RKPK,RKPK,35.18,128.94,0.000,same_airport_proxy,airport,210,false,false,,https://aviationweather.gov/api/data/taf,,report/issuer driven; no fixed SLA published,latest available forecast bulletin,2026-04-21,,official_partial,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Terminal forecast bulletin for the airport station.
busan|observation|amos_current_busan,busan,Busan,RKPK,35.18,128.94,observation,amos_current,amos_runway_sensors,amos_current_busan,KMA AMOS,AMOS runway sensor feed,153,153,35.18,128.94,0.000,airport_proxy_unverified,airport,250,true,false,,https://global.amo.go.kr/amosobsnew/AmosRealTimeImage.do,,live page shows latest image; no fixed public SLA found,latest runway sensor image,2026-04-21,,official_partial,https://global.amo.go.kr/amosobsnew/AmosRealTimeImage.do,AMOS runway sensor family for Seoul/Busan.
busan|nearby|global_metar_cluster_busan,busan,Busan,RKPK,35.18,128.94,nearby,global_metar_cluster,global_metar_cluster,global_metar_cluster_busan,PolyWeather composition over AviationWeather,Global METAR cluster,RKPK,Global METAR cluster,35.18,128.94,0.000,composite_cluster_proxy,nearby_cluster,300,false,true,aviationweather_metar; aviationweather_taf,https://aviationweather.gov/api/data/metar,5,inherits underlying METAR/TAF report timing,cluster fallback only,2026-04-21,,repo_inferred,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/docs/polyweather_city_source_overlay_verified.csv,Global nearby-station composition; active only for the explicit city cluster list.
cape-town|forecast|openmeteo_forecast_cape-town,cape-town,Cape Town,FACT,-33.97,18.60,forecast,forecast_primary,openmeteo_forecast,openmeteo_forecast_cape-town,Open-Meteo,Open-Meteo Forecast API,api.open-meteo.com/v1/forecast,Open-Meteo city grid point,-33.97,18.60,0.000,model_anchor,city,10,true,false,,https://api.open-meteo.com/v1/forecast,360,model-cycle dependent; official docs do not expose a fixed SLA,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Global baseline forecast feed for the city grid point.
cape-town|forecast|openmeteo_ensemble_cape-town,cape-town,Cape Town,FACT,-33.97,18.60,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_cape-town,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,-33.97,18.60,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
